gene	ComplexName
ATP6AP2	Renin-PRR complex
ATP6V0C	v-ATPase-Ragulator-AXIN/LKB1-AMPK complex
ATP6V0D1	v-ATPase-Ragulator-AXIN/LKB1-AMPK complex
ATP6V1A	v-ATPase-Ragulator-AXIN/LKB1-AMPK complex
ATP6V1B2	v-ATPase-Ragulator-AXIN/LKB1-AMPK complex
ATP9A	ATP9A-DOP1B-MON2 complex
ATR	ATR-ATRIP complex|ATR-HDAC2 complex|ATR-HDAC2-CHD4 complex|ATR-ATRIP-TIM complex
ATRIP	ATR-ATRIP complex|ATR-ATRIP-TIM complex
ATRX	ATRX-DAXX complex|ATRX-SETDB1-TRIM28-ZNF274 complex
ATXN1	ATXN1-CIC complex
ATXN3	RNF8-ATX3-p97 complex
ATXN7	TFTC complex (TATA-binding protein-free TAF-II-containing complex)|TFTC complex (TATA-binding protein-free TAF-II-containing complex)|STAGA complex|TFTC complex (TATA-binding protein-free TAF-II-containing complex)|STAGA complex, SPT3-linked
ATXN7L1	SAGA complex, GCN5-linked
ATXN7L2	SAGA complex, GCN5-linked
ATXN7L3	USP22-SAGA complex|SAGA complex, GCN5-linked|STAGA complex, SPT3-linked
AUNIP	AUNIP-AURKA-NIN complex
AUP1	HRD1 complex|AUP1-OS9-SEL1L-UBC6e-UBXD8 complex
AURKA	AuroraA-chTOG-Tacc1  complex|RasGAP-AURKA-survivin complex|AuroraB-AuroraC-INCENP complex|AURKA-HDAC6 cilia-disassembly complex|AURKA-INPP5E complex|AURKA-HRAS-RAF1 complex|AUNIP-AURKA-NIN complex|Aurora A-TPX2 complex|Aurora A-TPX2-NuMA complex|AURKA-MYCN complex
AURKB	BIRC5-AURKB-INCENP-EVI5 complex|AURKB-BIRC5-XPO1 complex|Chromosomal passenger complex CPC (INCENP, CDCA8, BIRC5, AURKB)|Chromosomal passenger complex CPC (INCENP, CDCA8, BIRC5, AURKB)|Chromosomal passenger complex CPC (INCENP, BIRC5, AURKB)|Chromosomal passenger complex CPC (CDCA8, AURKB, BIRC5)|AuroraB-AuroraC-INCENP complex|RasGAP-AURKB-survivin complex|AURKB-VRK1 complex
AUTS2	PRC1.3a complex|PRC1.3b complex|PRC1.5a complex|PRC1.5c
AXIN1	AXIN-MEKK4-CCD1 complex|TGF-beta receptor I-Axin-SMAD3 complex|DAXX-Axin-p53-HIPK2 complex|Axin-p53-HIPK2 complex|Axin-SMAD3 complex|Axin-PP2A A-PP2A C-GSK3-beta-beta-catenin complex|APC-AXIN1-CTNNB1 complex|AXIN1-APC-CTNNB1-GSK3B complex|DAXX-AXIN complex|Daxx-Axin-p53 complex|TSC (TSC1, TSC2, AXIN, GSK3) complex|SETD7-YAP-AXIN1-beta-catenin complex|FoxM1-Axin-GSK3beta complex|v-ATPase-Ragulator-AXIN/LKB1-AMPK complex|AXIN1-GID8-GSK3B complex|TSC2-GSK3-AXIN-DVL complex
AXL	AXL homodimer complex|AXL-DOCK1-ELMO2-MET complex|ACK1-GBR2-AXL complex|MIG6-GBR2-AXL complex
AZGP1	ZAG-PIP complex
AZI2	Kinase maturation complex 2|AZI2-TBK1 complex
B-raf	B-raf-MAP3K11 complex
B9D1	B9D1-B9D2-MKS1 complex
B9D2	B9D1-B9D2-MKS1 complex
BABAM1	BRISC complex
BABAM2	BRCC complex|BRISC complex
BACE1	PAR4-BACE1 complex
BACH1	BP-SMAD complex|BRCA1 B complex|BRCA1-BARD1-BACH1-DNA damage complex II|BRCA1-BARD1-BACH1-DNA damage complex I
BAG1	BAG1-HSC70 complex|BAG1-HSP70 complex|BAG1-HSPA8-STUB1 complex
BAG2	BAG2-HSPA2-NLRP14 complex
BAG3	BAG3-HSC70-HSPB8-CHIP complex
BAG5	HSP70-BAG5-PARK2 complex
BAG6	BAG6-HSPA2 complex|Bag6-Ubl4A-Trc35 Complex|BAG6-AMFR-FAF2 complex|ZFAND2B complex
BAK1	MCL1-BAK1 complex
BANF1	BANF1 homodimer protein|Emerin regulatory complex|Emerin complex 25|BAFL-BAF-LAP2beta complex|BAFL-BAF complex
BANF2	Emerin complex 24|Emerin complex 32|BAFL-BAF-LAP2beta complex|BAFL-BAF complex
BANP	SMAR1-HDAC1-SIN3A-SIN3B repressor complex|SMAR1-HDAC1-SIN3A-SIN3B-p107-p130 repressor complex
BAP1	ASXL1-BAP1 complex|ASXL2-BAP1 complex
BAP18	MLL1-WDR5 complex
BARD1	HUIC complex|BARD1-BRCA1-CSTF complex|BRCA1-BARD1-POLR2A complex|BARD1-BRCA1-CSTF64 complex|BRCA1 A complex|BRCA1 C complex|BRCA1 B complex|BRCA1-BARD1-BACH1-DNA damage complex II|BRCA1-BARD1-BACH1-DNA damage complex I|BRCA1-BARD1-BRCA2-DNA damage complex III|E3 ubiquitin ligase (BRCA1, BARD1) - UbcH5c complex|BRCA1-BARD1-UbcH7c complex|P53-BARD1-KU70 complex|BARD1\u2013BRCA1\u2013RAD51 complex
BAX	BAX homo-oligomer complex|BAX-BCL2L11-PACS2-TNFRSF10B-TNFSF10 complex|BAX-HSP90-IRF3-TOMM70 complex|BAX-IRF3 complex
BAZ1A	HuCHRAC complex|SNF2h-cohesin-NuRD complex|SNF2H-BAZ1A complex
BAZ1B	WICH complex|WINAC complex|B-WICH complex|B-WICH complex
BAZ2A	BAZ2A-DNMT1-DNMT3B-HDAC1-SMARCA5 complex
BBIP1	BBSome|BBSome linker complex
BBS1	BBSome|BBSome core complex|BBS1-BBS4-BBS5-PKD1-TTC8 complex
BBS10	BBS-chaperonin complex
BBS12	BBS-chaperonin complex|MKKS-BBS12 complex
BBS2	BBSome|BBSome core complex
BBS4	BBSome|BBSome linker complex|BBS4 centriolar satellite complex|BBS1-BBS4-BBS5-PKD1-TTC8 complex
BBS5	BBSome|BBS1-BBS4-BBS5-PKD1-TTC8 complex
BBS7	BBSome|BBSome core complex|BBS-chaperonin complex
BBS9	BBSome|BBSome core complex
BCAR1	p130Cas-ER-alpha-cSrc-kinase- PI3-kinase p85-subunit complex|CIN85 complex (CIN85, CRK, BCAR1, CBL, PIK3R1, GRB2, SOS1)|CRK-BCAR1-DOCK1 complex|Polycystin-1 multiprotein complex (ACTN1, CDH1, SRC, JUP, VCL, CTNNB1, PXN, BCAR1, PKD1, PTK2, TLN1)|BCAR1-PTK2-SRC complex|ACK1 signaling complex|NPHP1-NPHP4-BCAR1 complex|c-Abl-CAS-Abi1 complex|FAK\u2013p130Cas\u2013MT1 complex
BCAS2	CDC5L core complex|CDC5L complex|PSO4 complex|PSO4-WRN complex|CDC5L-PRP19 complex|CDC5L-PRP19 core complex|Spliceosome, C complex|Spliceosome, A complex|Spliceosome, E complex
BCCIP	Emerin complex 25
BCHE	APOA1-BCHE complex|APOB-BCHE complex|BCHE-CLU complex|BCHE-KRT1 complex|BCHE-KRT10 complex|ALB-BCHE complex|BCHE-KRT9 complex|BCHE-KRT2 complex|BCHE-KRT14 complex|AHSG-BCHE complex|BCHE-KRT6B complex|BCHE-TF complex|BCHE-KRT6A complex|BCHE-KRT5 complex|BCHE-C1S complex|BCHE-KRT16 complex|BCHE-IGHG1 complex|BCHE-VTN complex|BCHE-HBB complex|BCHE-THBS1 complex|BCHE-IGHM complex|BCHE-LGALS3BP complex|A2M-BCHE complex|BCHE-HPR complex|BCHE-HP complex|BCHE homotetramer
BCL10	BCL10 homo-oligomer complex|BCL10-MALT1 complex|CASP8-FADD-MALT1-BCL10 complex|CASP8-CHUK-IKBKB-MALT1-BCL10 complex|Ubiquitin ligase complex (BCL10, CARD11, MALT1, TRAF6)|CARMA1-BCL10-MALT1 complex|FYB-CARMA1-BCL-10-MALT1 complex|BCL10-CARD14-MALT1 complex|BCL10-CARD9-CASP8-MALT1-PYCARD inflammasome complex
BCL2	BAR-BCL2-CASP8 complex|BCL2 -CALM1-FKBP38 complex|p53-BCL2 complex|VPS34-VPS15-BECLIN1-UVRAG-BCL2 complex|BCL2-CISD2 complex
BCL2L1	MRIT complex|p53-BCL2 complex
BCL2L11	BAX-BCL2L11-PACS2-TNFRSF10B-TNFSF10 complex
BCL3	ESR1-RELA-BCL3-NCOA3 complex
BCL6	BCL6-HDAC4 complex|BCL6-HDAC5 complex|BCL6-HDAC7 complex|Mi2/NuRD-BCL6-MTA3 complex|BCL6-ZBTB17 complex
BCL7A	cBAF complex|PBAF complex|cBAF complex|PBAF complex|ncBAF complex|ncBAF complex
BCL7C	cBAF complex|PBAF complex|cBAF complex|PBAF complex|ncBAF complex|ncBAF complex
BCL9	beta-catenin-B-cell lymphoma 9 protein  complex
BCLAF1	BCLAF1-TET2 complex
BCOR	BCOR complex|PRC1.1c complex|PRC1.1d complex
BCORL1	PRC1.1c complex|PRC1.1d complex
BCR/ABL fusion	BCR-ABL (p210 fusion protein)-GRB2-SOS1 complex
BDKRB2	BDKRB2-MAS1 receptor|BDKRB2-GNAQ-PECAM1 complex
BDP1	5S-DNA-TFIIIA-TFIIIC2-TFIIIB subcomplex
BECN1	VPS34-VPS15-BECLIN1-UVRAG-BCL2 complex|Vps34 Complex I|BIF1-UVRAG-Beclin1 complex|VPS34-VPS15-BECLIN1-SLAMF1 complex|VPS34-VPS15-BECLIN1-UVRAG-SLAMF1 complex
BEX2	E-box sequence-binding complex
BFAR	BAR-BCL2-CASP8 complex
BGN	BMP4-BGN complex
BICD2	BICD2-dynein-dynactin complex
BICRAL	ncBAF complex|ncBAF complex
BIN1	BIN1-EHBP1-RAB8A complex
BIRC2	BIRC2-TRAF2 complex|TNFR1-TRADD-TRAF2-cIAP1 complex|TNFR1-signaling complex I, membrane-bound|Pro-death complex II, cytosolic|TNFR1 signaling complex, TNF-induced|TNFR2-TRAF signaling complex
BIRC3	TNFR1 signaling complex, native|TNFR1 signaling complex, TNF-induced
BIRC5	BIRC5-AURKB-INCENP-EVI5 complex|AURKB-BIRC5-XPO1 complex|BIRC5-XPO1 complex|Chromosomal passenger complex CPC (INCENP, CDCA8, BIRC5, AURKB)|Chromosomal passenger complex CPC (INCENP, CDCA8, BIRC5, AURKB)|Chromosomal passenger complex CPC (INCENP, CDCA8, BIRC5)|Chromosomal passenger complex CPC (INCENP, BIRC5, AURKB)|Survivin homodimer complex|RasGAP-AURKA-survivin complex|Chromosomal passenger complex CPC (CDCA8, AURKB, BIRC5)|RasGAP-AURKB-survivin complex|BIRC5-XIAP complex
BLM	BRAFT complex|BLM complex III|BRAFT complex|BASC complex (BRCA1-associated genome surveillance complex)|BASC (Ab 80) complex (BRCA1-associated genome surveillance complex)|BLM-TRF2 complex|BLM-TRF2 complex|BLM-TOP3A complex|MSH2/6-BLM-p53-RAD51 complex|BLM-RAD51L3-XRCC2 complex|BLM complex II|FA complex (Fanconi anemia complex)|PTIP-DNA damage response complex
BLNK	CIN85-BLNK complex
BLOC1S1	BLOC-1 (biogenesis of lysosome-related organelles complex 1)|AP3-BLOC1 complex|BLOC1-BLOC2 complex|pallidin-Cappuccino-BLOS1 complex|BORC complex
BLOC1S2	BLOC-1 (biogenesis of lysosome-related organelles complex 1)|AP3-BLOC1 complex|BLOC1-BLOC2 complex|dysbindin-Snapin-BLOS2 complex|BORC complex
BLOC1S3	BLOC-1 (biogenesis of lysosome-related organelles complex 1)|AP3-BLOC1 complex|BLOC1-BLOC2 complex
BLOC1S4	BLOC-1 (biogenesis of lysosome-related organelles complex 1)|AP3-BLOC1 complex|BLOC1-BLOC2 complex|pallidin-Cappuccino-BLOS1 complex
BLOC1S5	BLOC-1 (biogenesis of lysosome-related organelles complex 1)|AP3-BLOC1 complex|BLOC1-BLOC2 complex
BLOC1S6	BLOC-1 (biogenesis of lysosome-related organelles complex 1)|AP3-BLOC1 complex|BLOC1-BLOC2 complex|pallidin-Cappuccino-BLOS1 complex|BLOC1S6-PI4K2A complex
BLVRA	BVR-PKCD-ERK2 complex
BMI1	Polycomb repressive complex 1 (PRC1, hPRC-H)|Polycomb repressive complex 1 (PRC1, hPRC-H)|CEN complex|Ubiquitin E3 ligase (BMI1, SPOP, CUL3)|hPRC1L complex|RING1-Polycomb repressive complex|BMI1-HPH1-HPH2 complex|BMI1-CBX8-MLLT3-RING1 complex|PCGF4-RING1A complex|PCGF4-RING1B complex|PCGF5\u2013RING1B\u2013UBE2D3 complex|PRC1.4a complex|PRC1.4b complex|PRC1.4c complex
BMP2	BMP2-BRIA complex|CHL2-BMP2 complex|CHL2-BMP2-TSG complex
BMP4	BMP4-TWSG1 complex|BMP4-BGN complex|BMP2-BRIA complex
BMPR1A	BMP2-BRIA complex
BNIP2	BNIP2-ARHGAP8 complex
BOC	BOC-CDON complex
BOD1	Set1B complex
BOD1L1	Set1B complex
BOLA2	BOLA2-GLRX3 complex
BOP1	DDX27-PeBoW complex|PeBoW complex
BORCS5	BORC complex
BORCS6	BORC complex
BORCS7	BORC complex
BORCS8	BORC complex
BPTF	hNURF complex
BRAF	BRAF-MAP2K1-MAP2K2-YWHAE complex|MAP2K1-BRAF-RAF1-YWHAE-KSR1 complex|BRAF-RAF1-14-3-3 complex|KSR1-BRAF-MEK complex|RAF1-BRAF complex, RAS stimulated|BRAF-CNK1 complex, not RAS stimulated
BRCA1	HUIC complex|SWI-SNF chromatin remodeling-related-BRCA1 complex|BRCA1-CTIP-ZBRK1 repressor complex|BRCA1-BACH1 complex|BASC complex (BRCA1-associated genome surveillance complex)|BASC (Ab 80) complex (BRCA1-associated genome surveillance complex)|BASC (Ab 81) complex (BRCA1-associated genome surveillance complex)|BASC (Ab C-20) complex (BRCA1-associated genome surveillance complex)|GCN5-TRRAP histone acetyltransferase complex|BRCA1-RAD50-MRE11-NBS1 complex|BRCA1-IRIS-pre-replication complex|BARD1-BRCA1-CSTF complex|BRCA1-BARD1-POLR2A complex|LMO4-BRCA1-CTIP-LDB1 complex|BRCA1-LMO4-CTIP complex|BRCA1-core RNA polymerase II complex|RAD50-BRCA1 complex|BARD1-BRCA1-CSTF64 complex|BRCA1 A complex|BRCA1 C complex|BRCA1 B complex|BRCA1-cABL complex|BRCA1-SMAD3 complex|BRCA1-HDAC1-HDAC2 complex|BRCA1-BARD1-BACH1-DNA damage complex II|BRCA1-BARD1-BACH1-DNA damage complex I|BRCA1-BARD1-BRCA2-DNA damage complex III|BRCA1-CtIP-CtBP complex|BRCA1-VCP complex|E3 ubiquitin ligase (BRCA1, BARD1) - UbcH5c complex|BRCA1-BARD1-UbcH7c complex|BRCA1-RAD51 complex|BRCA1-RNA polymerase II complex|BRCC complex|BARD1\u2013BRCA1\u2013RAD51 complex|BRCA1-BRCA2-PALB2 complex|IFI16-H2B-BRCA1 complex
BRCA2	BRAF53-BRCA2 complex|DSS1 complex|BRCA1-BARD1-BRCA2-DNA damage complex III|BRCC complex|FANCG-BRCA2-FANCD2-XRCC3 complex|BRCA1-BRCA2-PALB2 complex|BRCA2-PALB2-RAD51-RAD51C-XRCC3 complex
BRCC3	BRCC complex|BRISC complex|IFI16-BRCA1 complex
BRD1	ING5 (BRPF2, MOZ, MORF) complex
BRD4	BRD4-RFC complex|BRD4 complex|P-TEFb-BRD4-TRAP220 complex|BRD4-P-TEFb complex
BRD7	BRD7-SWI\u2013SNF complex|BRD7-SWI\u2013SNF-SUZ12 complex|BRD7-BAF60A-MEP50 complex|BRD7-EZH2-SUZ12 complex|BRD7-CBP-SWI\u2013SNF complex|PBAF complex|PBAF complex
BRD8	NuA4/Tip60-HAT complex|NuA4/Tip60-HAT complex|NuA4/Tip60-HAT complex A|DMAP1-associated complex|NuA4/Tip60 HAT complex|NuA4/Tip60 HAT complex|H2A.Z histone-exchange complex p400/TIP60
BRD9	ncBAF complex|ncBAF complex
BRF1	5S-DNA-TFIIIA-TFIIIC2-TFIIIB subcomplex
BRIP1	BRCA1-BACH1 complex
BRIX1	Nop56p-associated pre-rRNA complex
BRK1	Wave-2 complex
BRMS1	BRMS1-mSin3A corepressor complex|BRMS1-RBP1 complex|ING2 complex
BRMS1L	ING2 complex
BRPF1	ING5 (BRPF1, MOZ, MORF) complex
BRPF3	ING5 (BRPF3, MOZ, MORF) complex
BSCL2	Seipin-AGPAT2 complex|Seipin-AGPAT2-lipin1 complex|Seipin-lipin1 complex
BSG	CD147-gamma-secretase complex|ITGA3-ITGB1-BSG complex|HRD1 complex|BSG-JUP-NME1 complex
BTF3	NACA-BTF3 complex
BTK	G protein complex (BTK, GNG1, GNG2)
BTRC	Ubiquitin E3 ligase (SKP1A, BTRC, CUL1)|Ubiquitin E3 ligase (CDC34, NEDD8, BTRC, CUL1, SKP1A, RBX1)|Ubiquitin E3 ligase (SMAD3, BTRC, CUL1, SKP1A, RBX1)|Ubiquitin E3 ligase (NFKBIA, BTRC, CUL1, SKP1A)|Ubiquitin E3 ligase (BTRC, CUL1, RBX1, SKP1)|TNF-alpha/NF-kappa B signaling complex (CHUK, BTRC, NFKB2, PPP6C, REL, CUL1, IKBKE, SAPS2, SAPS1, ANKRD28, RELA, SKP1)|Ubiquitin E3 ligase (DDIT4, DDB1, BTRC, CUL4A)|CTNNB1-BTRC-PHF19 (short isoform) complex
BUB1	BUB1-BUB3 complex
BUB1B	Mitotic checkpoint complex
BUB3	Mitotic checkpoint complex|BUB1-BUB3 complex|Spliceosome, A complex
BUD31	Spliceosome, C complex
BZW1	CDC5L complex
C17orf75	SRI complex
C1D	C1D homodimer protein
C1QA	C1q complex
C1QB	C1q complex
C1QBP	FIB-associated protein complex|p32-CBF-DNA complex|Emerin complex 24|Emerin complex 52|ProTalpha C5 complex|ACTB-ANP32A-C1QBP-PSMA1-PTMA-PSMA1 complex
C1QC	C1q complex
C1S	BCHE-C1S complex
C2CD3	Distal appendage
C2orf49	tRNA Splicing Ligase Complex|tRNA splicing ligase
C3	proMBP-angiotensinogen-c3dg complex|APOL1 complex A (APOL1, APOA1, HPR, C3)
C9orf72	C9orf72-SMCR8-WDR41 complex|C9orf72-SMCR8 complex|WDR41-(C9orf72-SMCR8)-(FIP200-ULK1-ATG13-ATG101) complex
CA9	CA9-MYCBPAP complex
CAB39	LKB1-STRAD-MO25 complex
CABIN1	YWHAQ-CALM1-CABIN1 complex|Prohibitin-HIRA complex|OGT-HIRA complex
CABLES1	CABLES1-TP53-TP73 complex
CACNA1A	G protein complex (CACNA1A, GNB1, GNG2)|TCTEX1 Ca2+ channel complex
CACNA1B	TCTEX1 Ca2+ channel complex
CACNG2	Stargazin-AP-2-AP-3a complex|Stargazin-Glu1-mu2 complex|Stargazin-Glu1-mu3 complex|Stargazin-Glu2A-mu2 complex|Stargazin-Glu2A-mu3 complex
CACTIN	C complex spliceosome
CACYBP	Ubiquitin E3 ligase (SIAH1, SIP, SKP1A, TBL1X)
CADM1	CADM1-4.1B-MPP3 complex|CADM1-DLG1-MPP3-PIK3R1 complex
CALCRL	CRLR-RAMP1 complex|CRLR-RAMP1 complex|CRLR-RAMP2 complex|CRLR-RAMP3 complex
CALM1	H2AX complex, isolated from cells without IR exposure|TGM2-HD-CALM1 complex|HSP90-FKBP38-CAM-Ca(2+) complex|YWHAQ-CALM1-CABIN1 complex|BCL2 -CALM1-FKBP38 complex|SERCA2a-alphaKAP-CaM-CaMKII complex|Phosphorylase kinase complex|CALM1-KCNQ4(splice variant hKv7.4a) complex|CALM1-KCNQ4(splice variant hKv7.4b) complex|CALM1-KCNE1-KCNQ1 complex|CALM1-CCP110-CETN2 complex
CALR	H2AX complex, isolated from cells without IR exposure|H2AX complex I|H2AX complex II|Calreticulin homodimer complex
CAMK2A	Ternary complex (ACTN4, CAMK2A, LRRC7)|SERCA2a-alphaKAP-CaM-CaMKII complex
CAMK2D	CAMK2-delta-MASH1 promoter-coactivator complex
CAMK4	CAMK4-HSPA1L-HSPA8-IQCG complex
CAMLG	p56(LCK)-CAML complex
CAMSAP2	AKAP9-CAMSAP2-PDE4DIPcomplex
CAMSAP3	CAMSAP3-MACF1 complex
CAND1	CAND1-CUL1-RBX1 complex|CAND1-CUL2-RBX1 complex|CAND1-CUL3-RBX1 complex|CAND1-CUL4A-RBX1 complex|CAND1-CUL4B-RBX1 complex
CANX	SELK multiprotein complex
CAP1	Cofilin-actin-CAP1 complex
CAPG	CAPG-PRMT5 complex
CAPN1	CAPN1-HSP90AB1 complex|Calpain 1
CAPN7	CAPN7-CHMP1B-IST1 complex
CAPNS1	Calpain 1
CAPRIN1	CF IIAm complex (Cleavage factor IIAm complex)
CAPZA1	RICH1/AMOT polarity complex, Flag-Rich1 precipitated|CAPZalpha-CAPZbeta complex|WASH-CAPZalpa/beta complex|PI4K2A-WASH complex
CAPZA3	CAPZA3-CAPZB complex
CAPZB	RICH1/AMOT polarity complex, Flag-Rich1 precipitated|CAPZalpha-CAPZbeta complex|WASH-CAPZalpa/beta complex|PI4K2A-WASH complex|CAPZA3-CAPZB complex
CARD11	Ubiquitin ligase complex (BCL10, CARD11, MALT1, TRAF6)|CARMA1-BCL10-MALT1 complex|FYB-CARMA1-BCL-10-MALT1 complex
CARD14	BCL10-CARD14-MALT1 complex
CARD8	Cardinal-NLRP3 inflammasome|Cardinal-NLRP2 inflammasome
CARD9	BCL10-CARD9-CASP8-MALT1-PYCARD inflammasome complex
CARM1	NUMAC complex (nucleosomal methylation activator complex)
CASC3	Exon junction complex (EIF4A3, MLN51, MAGOH, Y14)|Exon junction complex (EIF4A3, MLN51, UPF3B, MAGOH, Y14)|Exon junction complex (EIF4A3, MLN51, UPF3B, MAGOH, Y14, PYM)|EIF4A3-MLN51 complex|Spliceosome, C complex
CASK	CASK-LIN7C-APBA1 complex|LIN2-LIN7-SAP97 complex|LIN2-LIN7-SAP97-MINT1 complex|LIN2-LIN7 complex|LIN2-SAP97 complex
CASP1	NLRP1 inflammasome (CASP5)|Cardinal-NLRP3 inflammasome|Cardinal-NLRP2 inflammasome|NLRP3-NLRC4 inflammasome|NLRP1-NOD2 inflammasome|NLRP6 inflammasome|NLRP7 inflammasome|AIM2 inflammasome|IFI16 inflammasome|NEK7-NLRP3 inflammasome|NAIP-NLRC4 inflammasome|NLRP12 inflammasome|Pyrin inflammasome|AIM2 PANoptosome complex|NLRP1 inflammasome|NLRP3 inflammasome
CASP10	AK2-FADD-caspase-10 (AFAC10) complex|FAS-FADD-CASP8-CASP10 complex|FAS-FADD-CASP10 complex|Caspase-10-SUMO-FADD/Drp1 complex|CASP8-CASP10-FADD-FLIP(S)-RIPK1 complex|TLR3 death-signaling complex
CASP2	PIDDsome complex|CASP2(S isoform)-SPTAN1 complex
CASP3	Aposome complex|Microaposome complex
CASP5	NLRP1 inflammasome (CASP5)
CASP7	Aposome complex|Microaposome complex|Procaspase 7-APAF1 complex
CASP8	BAR-BCL2-CASP8 complex|CASP8-FADD-MALT1-BCL10 complex|CASP8-CHUK-IKBKB-MALT1-BCL10 complex|DISC complex (FAS, FADD, CASP8)|MRIT complex|Death induced signaling complex II (CASP8, CFLAR, FADD), cytosolic, CD95L induced|DISC complex (FAS, FADD, CASP8, CFLAR), membrane-associated, CD95L induced|DISC complex (FAS, FADD, CASP8)|DISC complex (CD95, FADD, CASP8)|FAS-FADD-CASP8-CASP10 complex|DISC complex (FAS, FADD, CASP8)|LRRK2-FADD-CASP8 complex|NLRP3-NLRC4 inflammasome|AIM2 inflammasome (CASP8)|BCL10-CARD9-CASP8-MALT1-PYCARD inflammasome complex|MALT1-ASC-CASP8 inflammasome|CASP8-CASP10-FADD-FLIP(S)-RIPK1 complex|AIM2 PANoptosome complex|CASP8-FLIP(L) complex|Pro-death complex II, cytosolic|PANoptosome|FADDosome complex, TRAIL-R induced|SUG1-NLRC4-CASP8 complex|TLR3-associated signaling complex|TLR3 death-signaling complex|TLR3-DISC complex, atypical|CASP8-FADD-RIPK1-RIPK3 complex
CASP9	Apoptosome, 700 kDa|Aposome complex|NAIP-CASP9 complex
CAV1	NOS3-CAV1-NOSTRIN complex|TRP1-G alpha-11-IP3R3-CAV1 signaling complex|UTM-SGCE-DAG1-CAV1-NOS3 complex|Caveolin-1 homodimer complex|NOS3-CAV1 complex|CAV1-VDAC1-ESR1 complex|CAV1-OCLN-PDCD6IP complex
CAV3	CAV3-DAG1 complex
CBFB	RUNX1-CBF-beta-DNA complex|COPRS-PRMT5-RUNX1-CBFB complex
CBL	CBL-EGFR-SH3GL2-SH3KBP1 complex|MET-CIN85-SH3GL3-CBL complex, HGF stimulated|CIN85 complex (CIN85, CRK, BCAR1, CBL, PIK3R1, GRB2, SOS1)|LAT-PLC-gamma-1-p85-GRB2-CBL-VAV-SLP-76 signaling complex, C305 activated|Cbl-SLP-76-Grb2 complex, Fc receptor gamma-R1 stimulated|SLP-76-Cbl-Grb2-Shc complex, Fc receptor gamma-R1 stimulated|EGFR-CBL-GRB2 complex|FGFR2-c-Cbl-Lyn-Fyn complex|PLC-gamma-1-LAT-c-CBL complex, OKT3 stimulated|CIN85-CBL complex|CBL-PTK2B-SORBS2 complex|CBL-OSTF1-SRC complex|CIN85-CBL complex|CIN85-CBL-SH3GL2 complex|CIN85-SH3GL3-CBL complex|CAP-cbl-flotilin complex|CBL-EGFR-VAV2 complex
CBLB	Multiprotein complex (CBLB, EGFR, SH3KBP1)
CBLIF	Cubilin-intrinsic factor-cobalamin complex
CBLL1	m(6)A methyltransferase complex
CBX2	Polycomb repressive complex 1 (PRC1, hPRC-H)|Polycomb repressive complex 1 (PRC1, hPRC-H)|PRC1.2c complex|PRC1.4c complex
CBX3	CEN complex|CBX3-EHMT2-NR3C1 complex|CBX3-EHMT1-NR3C1 complex|PRC1.6a complex|PRC1.6b complex
CBX4	Polycomb repressive complex 1 (PRC1, hPRC-H)|Polycomb repressive complex 1 (PRC1, hPRC-H)|CtBP complex|RING1-Polycomb repressive complex|PRC1.2c complex|PRC1.4c complex
CBX5	Mis12 centromere complex|MBD1-Suv39h1-HP1 complex
CBX6	PRC1.4c complex
CBX8	Polycomb repressive complex 1 (PRC1, hPRC-H)|Polycomb repressive complex 1 (PRC1, hPRC-H)|CEN complex|AFF1-MLLT1-CBX8 complex|BMI1-CBX8-MLLT3-RING1 complex|PRC1.2c complex|PRC1.4c complex
CBY1	Distal appendage
CC2D2A	CC2D2A-CEP290 complex
CCAR1	TNF-alpha/NF-kappa B signaling complex 10|Spliceosome, A complex
CCAR2	CDC37-HSP90AB1-HSP90AA1-IKBKB-KIAA1967 complex|NIF-1-DBC1-EMSY complex|DBC1-SIRT1 complex|DBIRD complex|Spliceosome, A complex
CCDC22	CCC-Wash (WASH1, FAM21C) complex|CCDC22-COMMD1-CUL2 complex|CCC complex|CCDC22-COMMD8-CUL1 complex|Ubiquitin E3 ligase (CCDC22, COMMD8, CUL3)|COMMD1-CCDC22-CCDC93-C16orf62 complex|CCDC22-CCDC93-C16orf62 complex|CCDC22-CCDC93-C16orf62-FAM21-WASH1 complex
CCDC47	PAT complex
CCDC8	3M core complex|3M complex|ANKRA2-CCDC8-OBSL1-CUL7 complex
CCDC85B	DIPA-MCRS1 complex
CCDC88A	Girdin homo-oligomer complex
CCDC92	CCDC92-CEP164 complex
CCDC93	CCC-Wash (WASH1, FAM21C) complex|CCC complex|COMMD1-CCDC22-CCDC93-C16orf62 complex|CCDC22-CCDC93-C16orf62 complex|CCDC93-COMMD1-COMMD6 complex|COMMD1-CCDC93-C16orf62 complex|CCDC22-CCDC93-C16orf62-FAM21-WASH1 complex
CCM2	CCM2-ICAP1-KRIT1 complex|CCM2-KRIT1-MEKK3 complex
CCN1	ITGAV-ITGB5-CYR61 complex|ITGA6-ITGB1-CYR61 complex
CCN2	CTGF/Hcs24-actin(beta/gamma) complex
CCN3	ITGAV-ITGB3-NOV complex|ITGA5-ITGB1-FN-1-NOV complex
CCNA1	E2F-1-DP-1-cyclinA-CDK2 complex
